id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
11793,27,257,0.105,49,39.6,101.7,7.5,Palangkaraya_-2-22799_113-94624_COPERNICUS_S2_20190705T022551_20190705T024107_T49MHT.tif,0.126
11794,27,254,0.095,132,32.9,102.4,7.5,Palangkaraya_-2-22799_113-94624_COPERNICUS_S2_20191217T023109_20191217T024344_T49MHT.tif,0.076
11795,27,254,0.094,132,32.9,102.4,7.5,Palangkaraya_-2-22799_113-94624_COPERNICUS_S2_20191227T023109_20191227T024346_T49MHT.tif,0.093
11796,27,253,0.091,122.7,35.1,101.1,7.5,Palangkaraya_-2-22799_113-94624_COPERNICUS_S2_20200121T023011_20200121T024247_T49MHT.tif,0.137
11797,27,260,0.092,67.3,32.1,102.4,7.6,Palangkaraya_-2-22799_113-94624_COPERNICUS_S2_20200415T022549_20200415T024355_T49MHT.tif,0.229
11799,750,360,0.205,142.1,29.7,166.3,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20180507T110621_20180507T110835_T30TUM.tif,0.088
11800,750,357,0.207,139.6,27.5,165.9,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20180517T110621_20180517T111020_T30TUM.tif,0.18
11801,750,330,0.207,134.4,24.2,165,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20180626T110621_20180626T111803_T30TUM.tif,0.237
11802,750,309,0.195,144.8,32.3,166.3,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20180815T110651_20180815T111826_T30TUM.tif,0.024
11803,750,292,0.196,158.8,44.6,165.7,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20180924T110801_20180924T111416_T30TUM.tif,0.024
11804,750,339,0.209,134.9,24.4,164.5,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20190611T110621_20190611T110955_T30TUM.tif,0.05
11805,750,330,0.207,134.5,24.2,166.2,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20190626T110629_20190626T111243_T30TUM.tif,0.155
11806,750,329,0.184,153.6,56.5,163.6,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20200221T110959_20200221T111742_T30TUM.tif,0.043
11807,750,354,0.207,138.6,26.7,165.3,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20200521T110619_20200521T111355_T30TUM.tif,0.07
11809,750,282,0.181,180.2,61.1,165.5,2.8,Palencia_41-988572_-4-515694_COPERNICUS_S2_20201117T111339_20201117T111448_T30TUM.tif,0.129
11811,49,370,0.205,169.3,40.2,110.8,4.3,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20180515T103021_20180515T103024_T33VUF.tif,0.086
11812,49,367,0.208,169.2,39.1,111.9,4.4,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20180520T103019_20180520T103020_T33VUF.tif,0.107
11813,49,283,0.176,180.3,69.9,110.6,4.3,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20181022T103051_20181022T103053_T33VUF.tif,0.031
11814,49,336,0.212,173.2,36.9,290.7,7.1,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20190712T104031_20190712T104027_T33VUF.tif,0.156
11815,49,361,0.213,162.4,37.7,110.4,10.7,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20200531T102031_20200531T102434_T33VUF.tif,0.049
11816,49,338,0.212,144.8,40.4,111.6,11,Palgrunden_58-755333_13-1515_COPERNICUS_S2_20200710T102031_20200710T102027_T33VUF.tif,0.079
11817,10,340,0.193,155.4,49,240.2,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20180304T104019_20180304T104407_T31SDD.tif,0.059
11818,10,359,0.21,148.8,28.5,242.8,4,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20180428T104021_20180428T104024_T31SDD.tif,0.296
11819,10,358,0.21,147.4,27.1,240.6,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20180503T104019_20180503T104209_T31SDD.tif,0.091
11820,10,356,0.211,144.7,24.7,240.1,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20180513T104019_20180513T104737_T31SDD.tif,0.06
11821,10,330,0.208,130.2,22.5,240.5,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20180622T104019_20180622T104021_T31SDD.tif,0.166
11823,10,289,0.202,164.6,56.4,241.8,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20181104T104211_20181104T104426_T31SDD.tif,0.069
11824,10,289,0.207,165.3,59.1,241.5,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20181114T104301_20181114T104403_T31SDD.tif,0.239
11825,10,310,0.184,161.1,64.7,240.8,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20190103T104431_20190103T104928_T31SDD.tif,0.092
11826,10,313,0.182,160.9,64.2,240.5,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20190108T104429_20190108T104952_T31SDD.tif,0.083
11827,10,314,0.199,134.9,25,238.7,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20190722T104031_20190722T104747_T31SDD.tif,0.265
11828,10,307,0.196,145.6,33.4,241,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20190826T104029_20190826T104232_T31SDD.tif,0.225
11829,10,297,0.194,158,42.6,238.6,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20190925T104019_20190925T104340_T31SDD.tif,0.11
11830,10,302,0.189,157.6,66.3,239.3,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20191219T104441_20191219T104438_T31SDD.tif,0.064
11831,10,327,0.182,159.3,59,238.1,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20200202T104149_20200202T104835_T31SDD.tif,0.043
11833,10,357,0.21,133,29.7,243.1,3.9,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20200507T104031_20200507T104558_T31SDD.tif,0.092
11834,10,321,0.203,131.5,23.2,241.3,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20200706T104031_20200706T104454_T31SDD.tif,0.048
11835,10,308,0.196,144,31.9,240.5,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20200820T103629_20200820T103956_T31SDD.tif,0.205
11837,10,289,0.2,175.7,53.3,240.8,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20201029T104149_20201029T104148_T31SDD.tif,0.082
11838,10,292,0.202,165.8,61.3,243.1,3.9,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20201123T104351_20201123T104856_T31SDD.tif,0.059
11842,10,326,0.182,159.3,59.1,244.5,3.9,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20210201T104251_20210201T104437_T31SDD.tif,0.055
11845,10,340,0.193,151,50.6,240.9,3.8,Palma_de_Mallorca_39-5533_2-6251_COPERNICUS_S2_20220303T103839_20220303T104856_T31SDD.tif,0.134
11847,50,294,0.432,170.4,48.5,287.6,8.6,Paris_48-846797_2-355508_COPERNICUS_S2_20190921T105739_20190921T110218_T31UDQ.tif,0.118
11848,50,285,0.465,180.3,67.8,106.1,4.7,Paris_48-846797_2-355508_COPERNICUS_S2_20191117T105229_20191117T105529_T31UDQ.tif,0.142
11849,50,289,0.462,172.8,69.9,288.5,8.7,Paris_48-846797_2-355508_COPERNICUS_S2_20191125T110401_20191125T110440_T31UDQ.tif,0.067
11850,50,297,0.457,176.6,71.8,287.6,8.7,Paris_48-846797_2-355508_COPERNICUS_S2_20191210T110339_20191210T110434_T31UDQ.tif,0.097
11851,50,328,0.491,161.4,70.1,288.4,8.6,Paris_48-846797_2-355508_COPERNICUS_S2_20200124T110331_20200124T110433_T31UDQ.tif,0.418
11853,50,285,0.462,172.3,64.8,287.6,8.7,Paris_48-846797_2-355508_COPERNICUS_S2_20201104T110229_20201104T110354_T31UDQ.tif,0.092
11857,491,284,0.268,166.3,62.3,102.8,4.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20181101T103151_20181101T103152_T31TGM.tif,0.023
11858,491,284,0.268,166.3,62.3,105.8,6.3,Payerne_46-812408_6-942019_COPERNICUS_S2_20181101T103151_20181101T103152_T31TGN.tif,0.023
11859,491,293,0.287,172,69,183.9,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20181201T103401_20181201T103400_T32TLS.tif,0.187
11860,491,319,0.253,163.9,70.3,102.5,4.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20190110T103411_20190110T103624_T31TGM.tif,0.039
11861,491,319,0.253,163.9,70.3,105.9,6.4,Payerne_46-812408_6-942019_COPERNICUS_S2_20190110T103411_20190110T103624_T31TGN.tif,0.039
11862,491,372,0.235,155.6,37.5,184.5,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20190420T103031_20190420T103655_T32TLS.tif,0.089
11864,491,352,0.234,148.8,27.2,107,6.3,Payerne_46-812408_6-942019_COPERNICUS_S2_20190604T103029_20190604T103616_T31TGN.tif,0.274
11865,491,352,0.234,148.8,27.2,184.8,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20190604T103029_20190604T103616_T32TLS.tif,0.274
11867,491,340,0.227,145,26.8,107,6.3,Payerne_46-812408_6-942019_COPERNICUS_S2_20190624T103029_20190624T103030_T31TGN.tif,0.087
11868,491,337,0.224,145.2,27,102.6,4.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20190629T103031_20190629T103537_T31TGM.tif,0.074
11869,491,334,0.221,135.3,30,104.3,4.7,Payerne_46-812408_6-942019_COPERNICUS_S2_20190704T103029_20190704T103317_T31TGM.tif,0.207
11870,491,334,0.221,135.3,30,106.9,6.3,Payerne_46-812408_6-942019_COPERNICUS_S2_20190704T103029_20190704T103317_T31TGN.tif,0.207
11871,491,328,0.215,145.2,28.7,104.3,4.7,Payerne_46-812408_6-942019_COPERNICUS_S2_20190714T103029_20190714T103635_T31TGM.tif,0.173
11873,491,325,0.215,147.2,29.2,185.5,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20190719T103031_20190719T103715_T32TLS.tif,0.111
11874,491,297,0.227,158.8,44.5,107,6.4,Payerne_46-812408_6-942019_COPERNICUS_S2_20190912T103019_20190912T103022_T31TGN.tif,0.062
11876,491,351,0.261,158.6,58.7,102.2,4.9,Payerne_46-812408_6-942019_COPERNICUS_S2_20200224T103021_20200224T103424_T31TGM.tif,0.038
11877,491,363,0.251,155.3,49.4,103.9,4.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20200320T102639_20200320T102852_T31TGM.tif,0.289
11880,491,361,0.235,148.6,29.9,107.1,6.4,Payerne_46-812408_6-942019_COPERNICUS_S2_20200519T102559_20200519T103342_T31TGN.tif,0.077
11881,491,358,0.234,150.1,28.6,186,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20200524T103031_20200524T103346_T32TLS.tif,0.128
11883,491,355,0.234,147.2,28.3,184.5,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20200529T102559_20200529T103145_T32TLS.tif,0.064
11885,491,332,0.219,144.1,28.2,107.1,6.4,Payerne_46-812408_6-942019_COPERNICUS_S2_20200708T102559_20200708T103435_T31TGN.tif,0.041
11886,491,315,0.217,147.1,34.3,184.3,2.8,Payerne_46-812408_6-942019_COPERNICUS_S2_20200807T102559_20200807T103614_T32TLS.tif,0.079
11888,615,384,0.193,233,63.9,346.8,10.1,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190519T210031_20190519T210025_T16XEP.tif,0.051
11889,615,370,0.198,227.6,61.6,340.6,8.9,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190528T204029_20190528T204026_T16XEP.tif,0.036
11891,615,363,0.2,215.6,59.5,226.2,2.8,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190602T194909_20190602T194909_T16XEP.tif,0.05
11892,615,351,0.204,228.8,60.2,145.2,11.5,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190610T214051_20190610T214046_T16XEP.tif,0.048
11894,615,293,0.177,211.3,66.6,139.5,6.5,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190812T191919_20190812T191917_T16XEP.tif,0.167
11895,615,283,0.141,223.3,75.3,343.8,9.5,PEARL_80-053611_-86-416944_COPERNICUS_S2_20190903T205021_20190903T205021_T16XEP.tif,0.099
11899,58,323,0.252,148.6,43.5,288,5.9,Peterhof_59-881_29-826_COPERNICUS_S2_20180726T093041_20180726T093035_T36VUM.tif,0.265
11900,58,284,0.203,182.4,71.7,244,3.7,Peterhof_59-881_29-826_COPERNICUS_S2_20181024T093041_20181024T093040_T35VPG.tif,0.046
11901,58,354,0.305,168.2,76.2,240.3,3.6,Peterhof_59-881_29-826_COPERNICUS_S2_20200206T093151_20200206T093328_T35VPG.tif,0.043
11902,58,385,0.346,169,59.5,286.3,5.8,Peterhof_59-881_29-826_COPERNICUS_S2_20200322T093029_20200322T093032_T36VUM.tif,0.067
11903,58,387,0.326,175.5,51.4,242.9,3.7,Peterhof_59-881_29-826_COPERNICUS_S2_20200411T093029_20200411T093124_T35VPG.tif,0.056
11905,58,362,0.284,174.8,38.7,288,5.9,Peterhof_59-881_29-826_COPERNICUS_S2_20200526T093041_20200526T093040_T36VUM.tif,0.06
11906,58,358,0.28,174.7,38,286.3,5.8,Peterhof_59-881_29-826_COPERNICUS_S2_20200531T093039_20200531T093035_T36VUM.tif,0.052
11907,58,343,0.265,152.1,38.7,107.1,5.3,Peterhof_59-881_29-826_COPERNICUS_S2_20200622T092031_20200622T092034_T36VUM.tif,0.102
11908,393,394,0.109,173.2,56.5,106.7,9,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20190308T170131_20190308T170251_T15UXT.tif,0.063
11909,393,394,0.119,153.3,56.3,238.2,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20190316T171039_20190316T171034_T15UXT.tif,0.041
11910,393,390,0.084,160.1,65.8,107.4,9,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20200216T170359_20200216T170645_T15UXT.tif,0.038
11911,393,392,0.096,147.4,65.4,107.4,9,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20200226T170249_20200226T170802_T15UXT.tif,0.077
11912,393,385,0.148,158.9,43.4,238,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20200414T170851_20200414T171907_T15UXT.tif,0.19
11913,393,350,0.177,155.9,29.9,242,3.8,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20200613T170901_20200613T171740_T15UXT.tif,0.038
11915,393,302,0.144,165.8,48.1,245.6,3.8,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20200911T170911_20200911T171918_T15UXT.tif,0.039
11916,393,395,0.118,161.6,54.8,240.5,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210315T170949_20210315T171432_T15UXT.tif,0.07
11917,393,393,0.123,161.5,52.8,241.6,3.8,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210320T171011_20210320T171844_T15UXT.tif,0.102
11918,393,376,0.159,149.7,40,240.1,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210429T170851_20210429T171836_T15UXT.tif,0.061
11919,393,367,0.17,163.4,33.5,238.8,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210514T170849_20210514T171908_T15UXT.tif,0.157
11920,393,365,0.17,149.4,35.2,106.7,9,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210516T165851_20210516T170649_T15UXT.tif,0.163
11921,393,357,0.174,152.5,31.7,107.4,8.9,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210531T165849_20210531T170023_T15UXT.tif,0.051
11922,393,355,0.174,157.2,30.6,240.8,3.8,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210603T170849_20210603T171830_T15UXT.tif,0.054
11923,393,341,0.176,152.8,30.4,240.6,3.7,Pickle_Lake_51-449444_-90-2175_COPERNICUS_S2_20210628T170851_20210628T170853_T15UXT.tif,0.081
11924,127,358,0.197,151.2,34.3,169.5,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20190430T184921_20190430T185638_T11TLM.tif,0.067
11925,127,355,0.201,148.1,31.9,169.7,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20190510T184921_20190510T185659_T11TLM.tif,0.1
11926,127,329,0.152,157.9,70.4,168.5,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20200115T185721_20200115T185724_T11TLM.tif,0.09
11927,127,351,0.151,158.1,61.9,167.7,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20200214T185451_20200214T185452_T11TLM.tif,0.037
11928,127,360,0.195,160.7,34.4,102.1,5.4,PNNL_46-34095_-119-2788_COPERNICUS_S2_20200424T184921_20200424T185418_T10TGS.tif,0.088
11929,127,356,0.2,149.8,31.6,168.8,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20200509T184919_20200509T185335_T11TLM.tif,0.066
11930,127,290,0.182,156.9,44.4,169.8,2.8,PNNL_46-34095_-119-2788_COPERNICUS_S2_20200911T184951_20200911T185837_T11TLM.tif,0.943
11931,127,356,0.172,156.7,52.7,102.1,5.4,PNNL_46-34095_-119-2788_COPERNICUS_S2_20210310T185211_20210310T185241_T10TGS.tif,0.164
11932,800,277,0.15,141.1,41,184.2,2.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190307T045659_20190307T050631_T45RTM.tif,0.365
11933,800,278,0.153,139.3,39.4,183.4,2.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190312T045651_20190312T050557_T45RTM.tif,0.307
11934,800,283,0.161,135.3,33.8,105.6,6.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190327T045659_20190327T050345_T44RQS.tif,0.097
11936,800,287,0.169,112.2,20.5,105.6,6.7,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190516T045709_20190516T050544_T44RQS.tif,1.467
11939,800,283,0.167,100.1,20.1,184.3,2.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190610T045701_20190610T050604_T45RTM.tif,0.482
11940,800,267,0.142,132.6,30.7,104.6,6.7,Pokhara_28-186643_83-97518_COPERNICUS_S2_20190908T045701_20190908T045941_T44RQS.tif,0.118
11941,800,255,0.132,154.9,44.7,186.9,2.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20191028T045921_20191028T050856_T45RTM.tif,0.458
11942,800,251,0.127,158.8,49.9,186.4,2.8,Pokhara_28-186643_83-97518_COPERNICUS_S2_20191117T050101_20191117T050637_T45RTM.tif,0.26
11943,54,291,0.247,171.4,56.3,276.2,5.4,POLWET_Rzecin_52-762019_16-309589_COPERNICUS_S2_20181001T101019_20181001T101019_T33UWU.tif,0.095
11945,2,259,0.108,56.7,30.3,284.7,6.3,Pontianak_0-07538_109-19086_COPERNICUS_S2_20190505T025551_20190505T031028_T49NBA.tif,0.176
11946,2,259,0.109,52.4,31.7,284.6,6.3,Pontianak_0-07538_109-19086_COPERNICUS_S2_20190515T025551_20190515T030138_T49NBA.tif,0.075
11947,2,261,0.139,52.3,31.8,283.7,6.3,Pontianak_0-07538_109-19086_COPERNICUS_S2_20190729T025549_20190729T031749_T49NBA.tif,0.214
11949,2,256,0.112,94,31.1,283.2,6.3,Pontianak_0-07538_109-19086_COPERNICUS_S2_20200315T025539_20200315T031543_T49NBA.tif,0.142
11950,2,259,0.126,51.4,36.3,283.2,6.2,Pontianak_0-07538_109-19086_COPERNICUS_S2_20200713T025549_20200713T031727_T49NBA.tif,0.072
11951,2,262,0.146,61.4,35.8,284.7,6.4,Pontianak_0-07538_109-19086_COPERNICUS_S2_20200807T025551_20200807T030951_T49NBA.tif,0.196
11952,706,287,0.2,165.3,57.4,134.4,3.3,Poprad-Ganovce_49-035_20-322_COPERNICUS_S2_20191012T094031_20191012T094345_T34UDV.tif,0.043
11953,706,367,0.184,159.4,56.9,134.2,3.3,Poprad-Ganovce_49-035_20-322_COPERNICUS_S2_20200305T094029_20200305T094629_T34UDV.tif,0.09
11954,706,327,0.215,153.1,32.4,135.6,3.3,Poprad-Ganovce_49-035_20-322_COPERNICUS_S2_20210728T094029_20210728T094408_T34UDV.tif,0.144
11955,71,343,0.482,152.9,54.6,105.3,7.5,Princeton_Univ_40-35028_-74-65219_COPERNICUS_S2_20200222T154149_20200222T154332_T18TWK.tif,0.075
11956,71,355,0.498,153.4,45,284.8,8.3,Princeton_Univ_40-35028_-74-65219_COPERNICUS_S2_20200316T154909_20200316T155729_T18TWK.tif,0.126
11958,965,261,0.138,94.4,27.4,288.7,10.8,PSDA_Chile_-24-090306_-69-929028_COPERNICUS_S2_20181228T144729_20181228T145817_T19KDP.tif,0.046
11959,76,261,0.132,154.5,54.1,104.2,6.9,Qena_SVU_26-199924_32-747029_COPERNICUS_S2_20181222T082341_20181222T083220_T36RVP.tif,0.119
11960,76,288,0.193,93.6,20.5,104.2,6.9,Qena_SVU_26-199924_32-747029_COPERNICUS_S2_20190630T081611_20190630T082343_T36RVP.tif,0.152
11961,230,369,0.324,151.7,59.1,291,10.5,Raciborz_50-0831_18-1917_COPERNICUS_S2_20180307T100021_20180307T100023_T33UYR.tif,0.485
11962,230,354,0.289,151.2,29.5,290.1,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20180610T100029_20180610T100534_T33UYR.tif,0.333
11963,230,352,0.284,144.5,30.5,290.7,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20180615T100031_20180615T100522_T33UYR.tif,0.213
11965,230,288,0.342,175.9,56.9,174.9,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20181010T095031_20181010T095236_T33UYR.tif,0.199
11966,230,353,0.306,164.4,66.7,174.3,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190207T095151_20190207T095153_T33UYR.tif,0.05
11967,230,336,0.287,158.7,29.9,289,10.3,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190715T100039_20190715T100035_T33UYR.tif,0.137
11968,230,330,0.293,152,32.9,290.4,10.5,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190725T100039_20190725T100415_T33UYR.tif,0.214
11969,230,319,0.304,154.5,37,175.3,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190811T095039_20190811T095036_T33UYR.tif,0.063
11970,230,310,0.314,157.9,41.5,175.2,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190826T095031_20190826T095031_T33UYR.tif,0.343
11971,230,297,0.329,172.4,48.4,290.8,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20190918T100031_20190918T100026_T33UYR.tif,0.075
11973,230,287,0.339,185.9,63.4,291,10.5,Raciborz_50-0831_18-1917_COPERNICUS_S2_20191028T100121_20191028T100122_T33UYR.tif,0.139
11974,230,287,0.338,166.9,64.7,174.1,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20191030T095039_20191030T095047_T33UYR.tif,0.145
11975,230,287,0.334,187.2,66.6,291,10.5,Raciborz_50-0831_18-1917_COPERNICUS_S2_20191107T100221_20191107T100402_T33UYR.tif,0.103
11976,230,316,0.312,163.7,75.1,172.2,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20191224T095421_20191224T095417_T33UYR.tif,0.127
11977,230,325,0.297,166.2,74,172.9,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200103T095401_20200103T095402_T33UYR.tif,0.131
11978,230,329,0.29,165.7,73.6,173.3,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200108T095309_20200108T095303_T33UYR.tif,0.07
11980,230,375,0.343,174.2,48.9,173.9,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200323T095031_20200323T095536_T33UYR.tif,0.125
11981,230,377,0.362,159.4,46.6,174.2,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200402T095031_20200402T095025_T33UYR.tif,0.11
11983,230,380,0.381,146.1,43.8,173.9,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200417T095029_20200417T095024_T33UYR.tif,0.335
11984,230,378,0.374,162.7,39.4,290.1,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200420T100019_20200420T100021_T33UYR.tif,0.126
11985,230,377,0.369,156.8,39.6,174.4,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200422T095031_20200422T095031_T33UYR.tif,0.137
11986,230,358,0.299,145.6,31.5,175.5,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20200601T095041_20200601T095036_T33UYR.tif,0.125
11991,230,377,0.358,162.8,47,290.9,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20210331T100021_20210331T100404_T33UYR.tif,0.102
11992,230,338,0.287,139.6,33.1,175.3,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20210711T095029_20210711T095031_T33UYR.tif,0.227
11993,230,335,0.288,164.4,29.5,174.4,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20210716T095031_20210716T095359_T33UYR.tif,0.296
11994,230,321,0.302,153,36.5,290.9,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20210808T100031_20210808T100409_T33UYR.tif,0.075
11995,230,306,0.318,165.4,43.1,290.1,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20210902T100029_20210902T100146_T33UYR.tif,0.087
11996,230,292,0.337,169.2,54.3,290.3,10.4,Raciborz_50-0831_18-1917_COPERNICUS_S2_20211002T100029_20211002T100026_T33UYR.tif,0.166
11997,230,287,0.343,174.3,60.4,175.5,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20211019T095029_20211019T095045_T33UYR.tif,0.082
11998,230,287,0.342,171,61.7,290.4,10.5,Raciborz_50-0831_18-1917_COPERNICUS_S2_20211022T100029_20211022T100028_T33UYR.tif,0.06
11999,230,287,0.341,168.8,62.6,175.4,2.8,Raciborz_50-0831_18-1917_COPERNICUS_S2_20211024T095101_20211024T095403_T33UYR.tif,0.104
12000,40,248,0.102,153.3,40.7,269.5,5,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20181215T143749_20181215T143746_T20PRV.tif,0.115
12001,40,279,0.116,59.9,22.5,270.9,4.9,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20190618T143751_20190618T143750_T20PRV.tif,0.267
12002,40,284,0.115,73.1,24.6,283.6,8.1,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20190728T143751_20190728T143751_T21PTQ.tif,0.038
12003,40,282,0.113,88.9,31.5,282.7,8.1,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20190822T143759_20190822T143757_T21PTQ.tif,0.081
12004,40,279,0.113,112.2,21.3,269.6,4.9,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20190911T143749_20190911T143747_T20PRV.tif,0.052
12005,40,253,0.102,153.1,37.9,283.6,8.1,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20191125T143731_20191125T143727_T21PTQ.tif,0.097
12006,40,250,0.102,155.9,38.9,270.9,4.9,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20191205T143721_20191205T143724_T20PRV.tif,0.087
12007,40,247,0.102,142.7,38.8,282.7,8,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20200129T143659_20200129T143653_T21PTQ.tif,0.082
12008,40,263,0.112,112.6,22.9,269.1,4.9,Ragged_Point_13-165018_-59-432035_COPERNICUS_S2_20200329T143729_20200329T143735_T20PRV.tif,0.084
